"area","day","SO2","CO","O3","NO2","PM10","PM2.5"
"광주","20160203",0.004222682076255,0.686057615938111,0.020648070473272,0.0344811030154617,51.8325985465857,27.7281802508714
"광주","20160204",0.00410648148148148,0.985185185185185,0.0157037037037037,0.0427962962962963,69.8425925925926,36.7744765471677
"광주","20160205",0.00363668903758227,0.6875,0.0236481481481481,0.0311712962962963,45.4953703703704,23.0800822309882
"광주","20160206",0.00340277777777778,0.548611111111111,0.0238981481481481,0.0228611111111111,36.9861111111111,19.7465734487277
"광주","20160207",0.00301388888888889,0.553240740740741,0.0240462962962963,0.0209444444444444,31.1111111111111,18.4132401153944
"광주","20160208",0.00469687422276745,0.743055555555556,0.0292268518518519,0.0256296296296296,62.139712039294,34.1817586339129
"광주","20160209",0.00384259259259259,0.642592592592593,0.0300601851851852,0.0194027777777778,63.5363464321181,31.7697215968759
"광주","20160210",0.00368761496350819,0.725,0.0173194444444444,0.0315555555555556,46.6388888888889,24.0197215968759
"광주","20160211",0.00502869748584333,0.729073050113917,0.0303609751800779,0.0281960969437246,46.44756031875,22.603155186739
"광주","20160212",0.0031763857799587,0.663372430752926,0.024023070473272,0.0270459178302765,18.3888888888889,14.8021290042833
"광주","20160213",0.00265635719118273,0.679166666666667,0.0190833333333333,0.0220416666666667,12.0833333333333,11.5891660413203
"광주","20160214",0.00254905542049296,0.514351851851852,0.0334722222222222,0.00750925925925926,27.5,17.3900919672462
"광주","20160215",0.00273713023803394,0.491029844391454,0.0344904882973934,0.012042751466917,27.0008673322338,15.5570343393698
"광주","20160216",0.00333054311983482,0.517948565209556,0.0302822326389362,0.0167481076699008,33.1566726206597,18.0522292608131
"광주","20160217",0.00324340044608014,0.463385804546176,0.0266480898919911,0.0218469823914032,29.0540418002315,15.7466737052575
"광주","20160218",0.00339177852124468,0.606481481481482,0.0221064814814815,0.0302430995742514,37.6898148148148,20.5150919672462
"광주","20160219",0.00422222222222222,0.798148148148148,0.0171296296296296,0.0385625440186958,68.3101851851852,36.2836104857648
"광주","20160220",0.00343518518518519,0.57037037037037,0.0244953703703704,0.0238866180927699,57.1018518518519,26.3299067820611
"광주","20160221",0.00314351851851852,0.459722222222222,0.0341712962962963,0.0163079143890662,29.3942974870949,15.7974993746537
"광주","20160222",0.00347048222494838,0.620766464367084,0.0183193473508493,0.0314440153806155,45.8958554242477,24.3900919672462
"광주","20160223",0.00357013422549361,0.555475312796056,0.0258285871913895,0.0249786429863328,70.8102293670139,32.0384155643215
"광주","20160224",0.00320416355773648,0.340687245567741,0.0330786260288276,0.0151410584893896,25.9174456352431,15.7882651795268
"광주","20160225",0.00367152622331269,0.480555555555556,0.0283935185185185,0.0262060625372144,42.5185185185185,22.0567586339129
"광주","20160226",0.00379455629902245,0.815277777777778,0.0151388888888889,0.0419329143890662,87.5462962962963,50.7373141894685
"광주","20160227",0.00547685185185185,0.71712962962963,0.0400509259259259,0.0297384699446218,116.375,60.1724993746536
"광주","20160228",0.00354166666666667,0.698148148148148,0.0286064814814815,0.0275023588335106,82.3703703703704,44.5891660413203
"광주","20160229",0.00269444444444444,0.362962962962963,0.0365185185185185,0.0143171736483255,34.6944444444444,17.2234253005796
"광주","20160301",0.00274537037037037,0.384259259259259,0.0346342592592593,0.0158194444444444,29.4027777777778,18.2512030783574
"광주","20160302",0.00296122296568912,0.538822019922639,0.021361014017516,0.0302240639545122,34.1242652132523,20.0105876582788
"광주","20160303",0.00298969052451607,0.565593629014991,0.0237451567644611,0.0281077555147418,42.4298207688079,22.265192223776
"광주","20160304",0.00269027466884759,0.683279838160334,0.0104536260288276,0.033726473385832,29.005408598206,20.8762030783574
"광주","20160305",0.00231944444444444,0.385648148148148,0.0296851851851852,0.0143194444444444,25.1712962962963,17.3391660413203
"광주","20160306",0.00216203703703704,0.45787037037037,0.0240555555555556,0.0172546296296296,42.6018518518519,22.0706475228018
"광주","20160307",0.0031140007434669,0.619840538441158,0.0214489769804789,0.0262333232137715,77.7893739427662,32.547574567051
"광주","20160308",0.00358182326307588,0.445276753817621,0.0264674566615594,0.0209553562029838,67.7446355836227,24.0522543249455
"광주","20160309",0.00314860800218093,0.411983541864037,0.0271943667695683,0.0170227696821283,40.6165197093171,18.0382651795268
"광주","20160310",0.00319907407407407,0.352777777777778,0.0330462962962963,0.0133796296296296,28.5509259259259,14.9734253005796
"광주","20160311",0.00286574074074074,0.398148148148148,0.032212962962963,0.0167314814814815,32.587962962963,18.8715734487277
"광주","20160312",0.00408333333333333,0.476388888888889,0.0308518518518519,0.0238148148148148,58.6759259259259,23.7974993746537
"광주","20160313",0.00409259259259259,0.550462962962963,0.0283101851851852,0.025537037037037,64.4907407407407,31.9687956709499
"광주","20160314",0.00392198607734546,0.624456794277537,0.0369443279321303,0.0232957285972666,75.2075985465857,46.515192223776
"광주","20160315",0.00381110489325074,0.618411528172519,0.0260785483539515,0.0323510949198122,70.44756031875,37.3068588904427
"광주","20160316",0.00336203081917667,0.551744861505852,0.0277174372428404,0.0326057245494418,67.0370812188658,35.3253774089612
"광주","20160317",0.00250925925925926,0.543055555555556,0.0244166666666667,0.0322685185185185,54.8101851851852,31.6724993746537
"광주","20160318",0.00198148148148148,0.485648148148148,0.0226944444444444,0.0243611111111111,25.0787037037037,19.5891660413203
"광주","20160319",0.00297685185185185,0.527314814814815,0.0287314814814815,0.0250694444444444,59.2777777777778,31.1447215968759
"광주","20160320",0.00234259259259259,0.516666666666667,0.0335092592592593,0.0181759259259259,63.8796296296296,31.4456475228018
"광주","20160321",0.00256018518518519,0.565740740740741,0.0286342592592593,0.0273935185185185,54.7685185185185,31.5197215968759
"광주","20160322",0.00278309718845657,0.560567905388648,0.0297221057099081,0.0286290619305999,51.5270429910301,30.1494514830353
"광주","20160323",0.00289975763726287,0.487775729857464,0.0362312096194151,0.020943119813375,60.5093476229167,33.4227750801105
