"","day","location","mean_temp","low_temp","high_temp","daily_rain","mean_wind","mean_humid","mean_airpress","dur_sun","sum_sun","amt_sun","max_snow","dailymax_snow","mean_cloud","mean_midcloud","dur_fog"
"226","2016-08-13",108,30.2,26.8,35.1,9.34652855963372,2.4,67.9,28.2,13.7,10.4,20.66,3.47174887892377,8.19818181818182,3,2.4,4.88825892857143
"227","2016-08-14",108,28.9,27.3,31.8,0.2,1.9,74,29.3,13.7,4.8,11.38,3.47174887892377,8.19818181818182,5.3,3.4,4.88825892857143
"228","2016-08-15",108,29.1,25.8,34,0,1.9,65.5,25.7,13.6,8.6,17.09,3.47174887892377,8.19818181818182,6.1,3,4.88825892857143
"229","2016-08-16",108,29.3,26.2,34.9,0.5,1.6,64.9,26.2,13.6,7.8,12.39,3.47174887892377,8.19818181818182,4.5,3.6,4.88825892857143
"230","2016-08-17",108,29.9,25.1,34.7,9.34652855963372,1.9,60.4,24.6,13.5,11.5,17.75,3.47174887892377,8.19818181818182,3.3,1.1,4.88825892857143
"231","2016-08-18",108,29.9,26.2,34.3,9.34652855963372,1.6,61.9,25.8,13.5,3,11.68,3.47174887892377,8.19818181818182,7,4.9,4.88825892857143
"232","2016-08-19",108,28.9,26.6,33.2,11.5,1.4,69.5,27.3,13.5,1,9.18,3.47174887892377,8.19818181818182,7.5,4.1,4.88825892857143
"233","2016-08-20",108,30.1,26.5,34.9,9.34652855963372,1.7,59,24.4,13.4,4.6,13.72,3.47174887892377,8.19818181818182,6.9,6.9,4.88825892857143
"234","2016-08-21",108,30.7,26.9,36.6,0,2.1,57.5,24.6,13.4,8.3,17.95,3.47174887892377,8.19818181818182,4.4,3.6,4.88825892857143
"235","2016-08-22",108,30.7,25.8,36.3,0.4,2.1,58,24.9,13.4,11.7,18.91,3.47174887892377,8.19818181818182,3.6,3.4,4.88825892857143
"236","2016-08-23",108,28.3,26,33,8,2.1,68.8,26.2,13.3,4.8,10.1,3.47174887892377,8.19818181818182,5.1,5,4.88825892857143
"237","2016-08-24",108,29.1,26.4,32.9,0,1.8,59.1,23.4,13.3,6.9,13.97,3.47174887892377,8.19818181818182,5.4,4.6,4.88825892857143
"238","2016-08-25",108,27.1,24,32.2,4.5,1.9,70.4,24.7,13.3,3.2,11.54,3.47174887892377,8.19818181818182,7.4,4.4,4.88825892857143
"239","2016-08-26",108,23,19.5,28.2,20,3.6,57,15.5,13.2,7.6,17.17,3.47174887892377,8.19818181818182,4.3,2.9,4.88825892857143
"240","2016-08-27",108,23.4,16.9,29.7,0,3.1,43.3,12.3,13.2,12.4,20.97,3.47174887892377,8.19818181818182,4.9,3.8,4.88825892857143
"241","2016-08-28",108,21,18.3,24.5,1.5,2.6,62.5,15.4,13.1,3.6,10.21,3.47174887892377,8.19818181818182,8.3,5.6,4.88825892857143
"242","2016-08-29",108,22.2,17.4,27.1,9.34652855963372,2,54.5,14.3,13.1,7.1,16.17,3.47174887892377,8.19818181818182,5.1,3.1,4.88825892857143
"243","2016-08-30",108,20.6,17.9,24.5,0,3.3,60.4,14.5,13.1,6.3,12.02,3.47174887892377,8.19818181818182,6.1,4.6,4.88825892857143
"244","2016-08-31",108,17.7,16.1,19.2,17.5,3.8,85.3,17.1,13,0,3.02,3.47174887892377,8.19818181818182,8.4,6.4,4.88825892857143
"245","2016-09-01",108,23.2,15.8,28.6,9.34652855963372,3.1,71.3,19.7,13,8.8,13.76,3.47174887892377,8.19818181818182,2.9,2.9,4.88825892857143
"246","2016-09-02",108,24.2,20.6,29,4.5,2.7,68.5,20.3,13,9.1,16.79,3.47174887892377,8.19818181818182,6.5,6.3,4.88825892857143
"247","2016-09-03",108,23.9,20.4,28.6,0.5,1.8,73.8,21.5,12.9,3.1,8.93,3.47174887892377,8.19818181818182,6.1,6.1,4.88825892857143
"248","2016-09-04",108,25.6,22.1,29.6,9.34652855963372,1.5,71.3,23.2,12.9,2.7,10.25,3.47174887892377,8.19818181818182,7.3,3.1,4.88825892857143
"249","2016-09-05",108,26.4,23,31.1,9.34652855963372,1.7,66.1,22.2,12.8,8.4,14.15,3.47174887892377,8.19818181818182,5.4,3,4.88825892857143
"250","2016-09-06",108,24.7,21,29,9.34652855963372,1.8,69,21,12.8,8.3,13.98,3.47174887892377,8.19818181818182,4.4,1.3,4.88825892857143
"251","2016-09-07",108,24.3,20.9,28.6,9.34652855963372,1.8,69.8,20.8,12.8,2.5,9.88,3.47174887892377,8.19818181818182,6.9,2.9,4.88825892857143
"252","2016-09-08",108,23,21.5,26.5,4.5,1.3,76.4,21.3,12.7,3.8,8.27,3.47174887892377,8.19818181818182,8.1,7.3,4.88825892857143
"253","2016-09-09",108,23.9,19.7,29.3,9.34652855963372,1.8,71.1,20.4,12.7,9.3,15.29,3.47174887892377,8.19818181818182,4.4,3.5,4.88825892857143
"254","2016-09-10",108,24.4,20,29.1,9.34652855963372,1.6,65.4,19.6,12.6,7.1,12.96,3.47174887892377,8.19818181818182,6.3,2.3,4.88825892857143
"255","2016-09-11",108,24.5,22.1,28.2,9.34652855963372,1.7,66.3,20.1,12.6,3.8,9.83,3.47174887892377,8.19818181818182,7.1,3.1,4.88825892857143
"256","2016-09-12",108,23.4,21.4,27.5,2.5,1.9,68.9,19.7,12.6,6.2,9.18,3.47174887892377,8.19818181818182,4.5,2.9,4.88825892857143
"257","2016-09-13",108,24.6,19.6,30.8,9.34652855963372,1.8,62.5,18.9,12.5,8,15.74,3.47174887892377,8.19818181818182,3.8,1,4.88825892857143
"258","2016-09-14",108,24.6,21.4,28.9,9.34652855963372,1.8,66.1,20.2,12.5,7.2,11.88,3.47174887892377,8.19818181818182,5,3.3,4.88825892857143
"259","2016-09-15",108,23.9,18.8,29.5,9.34652855963372,1.3,68.1,19.7,12.4,5.8,13.62,3.47174887892377,8.19818181818182,7.6,4.5,4.88825892857143
"260","2016-09-16",108,24.6,20.4,29.5,9.34652855963372,1.5,64.9,19.5,12.4,3.8,11.91,3.47174887892377,8.19818181818182,9.3,1.3,4.88825892857143
"261","2016-09-17",108,23.1,18.5,28.2,7,2.9,64.8,17.9,12.4,7.1,13.53,3.47174887892377,8.19818181818182,4.9,2.1,4.88825892857143
"262","2016-09-18",108,23.5,20.2,28.3,9.34652855963372,3.1,53.4,15.3,12.3,9.3,15.29,3.47174887892377,8.19818181818182,5.4,1.9,4.88825892857143
"263","2016-09-19",108,21.9,18.2,27.8,9.34652855963372,3.5,53.3,13.7,12.3,10.1,16.12,3.47174887892377,8.19818181818182,1.4,0.9,4.88825892857143
"264","2016-09-20",108,20.6,15.4,26.8,9.34652855963372,3.1,41.1,9.6,12.2,11.6,19.23,3.47174887892377,8.19818181818182,1.1,0.1,4.88825892857143
"265","2016-09-21",108,20.2,14.3,25.3,9.34652855963372,2,43.4,9.9,12.2,10.8,15.52,3.47174887892377,8.19818181818182,5.6,2,4.88825892857143
"266","2016-09-22",108,21.9,17.5,27.2,9.34652855963372,1.8,46.3,11.8,12.2,9,15.24,3.47174887892377,8.19818181818182,3.9,3.4,4.88825892857143
"267","2016-09-23",108,21.4,16.4,27.9,9.34652855963372,1.6,57.9,14.5,12.1,9.1,14.3,3.47174887892377,8.19818181818182,2.6,2.6,4.88825892857143
"268","2016-09-24",108,22.3,16.5,28.9,9.34652855963372,1.6,60.6,15.7,12.1,9.3,14.56,3.47174887892377,8.19818181818182,3.3,0.9,4.88825892857143
"269","2016-09-25",108,23,18.6,29.7,9.34652855963372,1.2,57.6,15.6,12.1,5.2,12.66,3.47174887892377,8.19818181818182,6.8,1,4.88825892857143
"270","2016-09-26",108,23.6,19.7,28.9,9.34652855963372,1.8,59.1,17,12,6.5,11.48,3.47174887892377,8.19818181818182,5.4,4.9,4.88825892857143
"271","2016-09-27",108,21,19.1,23.8,13.5,1.3,82.5,20.3,12,0,2.77,3.47174887892377,8.19818181818182,9.6,4.8,4.88825892857143
"272","2016-09-28",108,19.9,18.7,21.8,0.5,1.3,84.6,19.5,11.9,0,3.59,3.47174887892377,8.19818181818182,10,5.3,4.88825892857143
"273","2016-09-29",108,20.4,18.2,24.8,9.34652855963372,3,64.4,15.3,11.9,5.3,12.55,3.47174887892377,8.19818181818182,8.4,4.6,4.88825892857143
"274","2016-09-30",108,20.5,17.7,23.5,9.34652855963372,1.6,66.9,16,11.8,0.4,7.66,3.47174887892377,8.19818181818182,8.8,4.6,4.88825892857143
"275","2016-10-01",108,21.1,17.5,25.6,9.34652855963372,1.2,69,17,11.8,4.3,10.06,3.47174887892377,8.19818181818182,7.8,2.5,4.88825892857143
"276","2016-10-02",108,19,16.7,22.4,18.5,2.7,84.1,18.5,11.8,0,2.6,3.47174887892377,8.19818181818182,9.8,7.9,4.88825892857143
"277","2016-10-03",108,22.7,19.6,27.9,6.5,2.7,73.3,19.9,11.7,8.5,14.52,3.47174887892377,8.19818181818182,4,3,4.88825892857143
"278","2016-10-04",108,22,15.6,29,9.34652855963372,2.4,58.9,14.9,11.7,10.9,16.86,3.47174887892377,8.19818181818182,0.9,0,4.88825892857143
"279","2016-10-05",108,21.1,17.5,27.2,9.34652855963372,3,61.9,15.3,11.6,6.1,11.59,3.47174887892377,8.19818181818182,3.4,2,4.88825892857143
"280","2016-10-06",108,18,13.6,23.5,9.34652855963372,2.6,59.3,11.9,11.6,10.7,15.52,3.47174887892377,8.19818181818182,2.8,0,4.88825892857143
"281","2016-10-07",108,19.7,16.5,24.8,2,2.6,67.8,15.3,11.6,4.7,9.25,3.47174887892377,8.19818181818182,8.8,4.4,4.88825892857143
"282","2016-10-08",108,16.8,10.3,21.8,6,2.9,66.4,12.7,11.5,7.2,12.09,3.47174887892377,8.19818181818182,5.5,3.8,4.88825892857143
"283","2016-10-09",108,11.3,6.5,16.6,9.34652855963372,2.9,46.3,6,11.5,10.7,16.46,3.47174887892377,8.19818181818182,3.3,1.9,4.88825892857143
"284","2016-10-10",108,14,7.4,21.4,9.34652855963372,1.6,43.3,6.7,11.4,10.3,15.29,3.47174887892377,8.19818181818182,4.4,0.9,4.88825892857143
"285","2016-10-11",108,15.4,10,21.1,9.34652855963372,1.8,62.4,11,11.4,8,11.48,3.47174887892377,8.19818181818182,6,2,4.88825892857143
"286","2016-10-12",108,15.5,11.4,20.7,9.34652855963372,2,57,9.7,11.4,10.5,13.98,3.47174887892377,8.19818181818182,3.3,0.1,4.88825892857143
"287","2016-10-13",108,15.2,9.3,21.9,9.34652855963372,1.4,44.1,7.4,11.3,9.3,13.22,3.47174887892377,8.19818181818182,3.8,0.1,4.88825892857143
"288","2016-10-14",108,16.7,10.5,23.5,9.34652855963372,1.3,61.8,11.5,11.3,8.5,11.82,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"289","2016-10-15",108,19.1,12.4,27.1,9.34652855963372,1.3,60.6,12.6,11.3,8.3,12.6,3.47174887892377,8.19818181818182,4.1,0.8,4.88825892857143
"290","2016-10-16",108,17.2,15.4,19.5,1.5,1.5,74.1,14.4,11.2,0,3.06,3.47174887892377,8.19818181818182,9.4,4.9,4.88825892857143
"291","2016-10-17",108,17.5,14.5,21.7,9.34652855963372,1.4,76.1,15,11.2,7.2,9.51,3.47174887892377,8.19818181818182,6.1,2.8,4.88825892857143
"292","2016-10-18",108,17,11.2,24,9.34652855963372,1.4,70.9,13.3,11.1,8,12.24,3.47174887892377,8.19818181818182,3,0.5,4.88825892857143
"293","2016-10-19",108,18,14,24.3,9.34652855963372,1.5,67.6,13.5,11.1,8.7,11.84,3.47174887892377,8.19818181818182,1.3,0.8,4.88825892857143
"294","2016-10-20",108,18.6,12.9,25.8,9.34652855963372,1.8,61.3,12.6,11.1,9.3,12.55,3.47174887892377,8.19818181818182,1.6,0.4,4.88825892857143
"295","2016-10-21",108,17.9,15.7,22,9.34652855963372,3,58.6,11.9,11,3.2,8.17,3.47174887892377,8.19818181818182,9.4,5.4,4.88825892857143
"296","2016-10-22",108,18.3,14.5,22.8,9.34652855963372,1.8,59,12.3,11,5.4,8.59,3.47174887892377,8.19818181818182,6.8,5,4.88825892857143
"297","2016-10-23",108,13.3,10.6,17.8,2.5,4,66.3,10,10.9,0.1,2.33,3.47174887892377,8.19818181818182,9.4,7.6,4.88825892857143
"298","2016-10-24",108,15.1,9,20.6,9.34652855963372,2.4,54.8,9.2,10.9,9.4,13.55,3.47174887892377,8.19818181818182,5.6,4.1,4.88825892857143
"299","2016-10-25",108,14.1,12.5,17.5,37,2.2,84,13.3,10.9,3.2,4.25,3.47174887892377,8.19818181818182,7.6,4.8,4.88825892857143
"300","2016-10-26",108,13.3,10.5,16.3,0,1.4,81,12.3,10.8,2.2,5.48,3.47174887892377,8.19818181818182,5.4,2.1,4.88825892857143
"301","2016-10-27",108,14.6,8.6,20.9,9.34652855963372,1.9,65.4,10.7,10.8,5.9,9.88,3.47174887892377,8.19818181818182,6.5,5.4,4.88825892857143
"302","2016-10-28",108,14.6,10.2,18.4,0.3,2.5,61.8,10.3,10.8,4.3,7.11,3.47174887892377,8.19818181818182,8.8,5.3,4.88825892857143
"303","2016-10-29",108,7.8,3.5,11.2,9.34652855963372,3,40.3,4.3,10.7,1.1,6.54,3.47174887892377,8.19818181818182,6.6,4.8,4.88825892857143
"304","2016-10-30",108,7.9,1.6,15.1,9.34652855963372,1.5,31.9,3.2,10.7,9.7,13.56,3.47174887892377,8.19818181818182,0.9,0,4.88825892857143
"305","2016-10-31",108,5.7,0.7,8.2,0.5,2,59.9,5.6,10.7,0,2.14,3.47174887892377,8.19818181818182,7.4,3.9,4.88825892857143
"306","2016-11-01",108,1.5,-2.4,6.6,9.34652855963372,2.7,43.6,2.9,10.6,9.8,13.52,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"307","2016-11-02",108,4.1,-2.7,10.5,0.1,1.4,53.1,4.4,10.6,7.6,10.76,3.47174887892377,8.19818181818182,4.4,3.5,4.88825892857143
"308","2016-11-03",108,9.1,4.2,14.1,0.2,1.6,62.8,6.9,10.6,8.8,9.91,3.47174887892377,8.19818181818182,4.9,4.1,4.88825892857143
"309","2016-11-04",108,12.3,8.2,15.7,0,2.7,67,9.7,10.5,2.6,5.14,3.47174887892377,8.19818181818182,8.3,7.6,4.88825892857143
"310","2016-11-05",108,15,12.2,18.1,0,2.2,77.4,13.2,10.5,2.8,5.09,3.47174887892377,8.19818181818182,7.3,7.3,4.88825892857143
"311","2016-11-06",108,14,11.9,18.3,9.34652855963372,3.4,59.4,9.4,10.5,5.4,8.91,3.47174887892377,8.19818181818182,7.5,7.5,4.88825892857143
"312","2016-11-07",108,12.8,8.5,17.8,5.5,2.8,71.3,10.3,10.4,2.2,5.09,3.47174887892377,8.19818181818182,9,7.3,4.88825892857143
"313","2016-11-08",108,4.1,0.4,8.4,0.5,3.5,58,4.8,10.4,9.1,10.89,3.47174887892377,8.19818181818182,2.4,2,4.88825892857143
"314","2016-11-09",108,2.1,-3.2,8.6,9.34652855963372,1.9,41.1,2.9,10.3,9.7,12.02,3.47174887892377,8.19818181818182,1.4,0,4.88825892857143
"315","2016-11-10",108,6,1.5,9.8,0.4,2,55.5,5.4,10.3,0.3,3.87,3.47174887892377,8.19818181818182,9.5,5.4,4.88825892857143
"316","2016-11-11",108,9.1,6.2,14.2,4,2.2,63.3,7.1,10.3,8.6,9.97,3.47174887892377,8.19818181818182,2,1.3,4.88825892857143
"317","2016-11-12",108,11.4,5.1,16.7,9.34652855963372,2.3,62.1,8.5,10.3,8.2,9.07,3.47174887892377,8.19818181818182,3.3,3,4.88825892857143
"318","2016-11-13",108,14.4,12.1,18.1,0.5,1.7,74.8,12.2,10.2,3.1,6.62,3.47174887892377,8.19818181818182,7.3,6.9,4.88825892857143
"319","2016-11-14",108,13.2,10.2,15.8,1.5,1.7,78.5,12,10.2,0,2.44,3.47174887892377,8.19818181818182,7.9,7.5,4.88825892857143
"320","2016-11-15",108,5.2,2.5,10.2,9.34652855963372,2.8,44.3,3.9,10.2,9.5,11.6,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"321","2016-11-16",108,5.2,0,12,9.34652855963372,1.4,44.3,3.8,10.1,8.6,8.59,3.47174887892377,8.19818181818182,1.1,0,4.88825892857143
"322","2016-11-17",108,9.1,4,16.5,9.34652855963372,1.2,56.4,6.5,10.1,8,9.33,3.47174887892377,8.19818181818182,2,1.1,4.88825892857143
"323","2016-11-18",108,10.3,4.9,14.6,0,1.9,58.4,7.2,10.1,4.1,6.39,3.47174887892377,8.19818181818182,5.6,4.4,4.88825892857143
"324","2016-11-19",108,13,9.9,18.6,0,2.2,71.1,10.7,10.1,4.2,7.42,3.47174887892377,8.19818181818182,8.9,7,4.88825892857143
"325","2016-11-20",108,9.8,6.4,15.3,9.34652855963372,2.5,48.6,5.7,10,9.1,10.14,3.47174887892377,8.19818181818182,1.6,1.6,4.88825892857143
"326","2016-11-21",108,9.5,5.1,14.6,9.34652855963372,2.2,40.5,4.9,10,1.1,4.26,3.47174887892377,8.19818181818182,7.8,5.6,4.88825892857143
"327","2016-11-22",108,2,-2.1,8.4,0.2,3.9,43.3,3.2,10,4.8,7.38,3.47174887892377,8.19818181818182,8.4,2.5,4.88825892857143
"328","2016-11-23",108,-1.8,-4.8,3.6,9.34652855963372,3,37.5,2,10,7.6,9.14,3.47174887892377,8.19818181818182,3.4,0,4.88825892857143
"329","2016-11-24",108,-2.5,-6.2,2.4,9.34652855963372,2.1,37.8,1.9,9.9,9.2,10.5,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"330","2016-11-25",108,1,-3.5,6,9.34652855963372,1.5,43.9,2.9,9.9,7.4,8.31,3.47174887892377,8.19818181818182,4.3,3.1,4.88825892857143
"331","2016-11-26",108,0.9,-0.7,2.7,2.8,2.3,69.6,4.6,9.9,0,1.68,0.8,0.8,7.5,6.8,4.88825892857143
"332","2016-11-27",108,3.3,0.5,6.6,0,1.5,81.3,6.3,9.9,1.7,3.81,3.47174887892377,8.19818181818182,7.5,7.1,4.88825892857143
"333","2016-11-28",108,1.4,-1.4,5.6,9.34652855963372,2.5,57.9,3.8,9.8,8.9,9.47,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"334","2016-11-29",108,1.7,-2.8,8.6,9.34652855963372,1.6,40.8,2.7,9.8,9.3,9.34,3.47174887892377,8.19818181818182,0.1,0,4.88825892857143
"335","2016-11-30",108,6,0.7,9.8,1,2,59.8,5.7,9.8,1.6,4.37,3.47174887892377,8.19818181818182,8.9,7.1,4.88825892857143
"336","2016-12-01",108,4.1,-1,7,9.34652855963372,3.6,47.6,4,9.8,8.5,9.39,3.47174887892377,8.19818181818182,1.3,1.3,4.88825892857143
"337","2016-12-02",108,1.6,-3.5,7.9,9.34652855963372,1.8,48.4,3.3,9.8,9.3,9.82,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"338","2016-12-03",108,4.5,-0.7,11.3,9.34652855963372,1.4,58.8,4.9,9.7,7.9,8.76,3.47174887892377,8.19818181818182,5.5,2.4,4.88825892857143
"339","2016-12-04",108,5.5,2,9.5,9.34652855963372,1.2,60.1,5.3,9.7,0.5,4.16,3.47174887892377,8.19818181818182,8.8,6.5,4.88825892857143
"340","2016-12-05",108,5.9,0.5,10.3,1.5,3,69.1,6.5,9.7,2.3,4.3,3.47174887892377,8.19818181818182,7.9,6.8,4.88825892857143
"341","2016-12-06",108,-1.1,-4.2,4.3,9.34652855963372,2.5,38.5,2.1,9.7,9.3,9.97,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"342","2016-12-07",108,1.7,-2.7,7.5,0,2.3,58.3,4.1,9.7,4.1,5.96,3.47174887892377,8.19818181818182,3.9,3.8,4.88825892857143
"343","2016-12-08",108,2.1,-3,6.1,3,1.7,70,5.1,9.7,3.8,5.28,3.47174887892377,8.19818181818182,6.1,4,4.88825892857143
"344","2016-12-09",108,1.4,-2.9,4.2,3,2.8,65.8,4.5,9.7,7.2,8.5,3.47174887892377,8.19818181818182,3.9,3.6,4.88825892857143
"345","2016-12-10",108,-1.6,-5.9,3.6,9.34652855963372,1.9,47.6,2.5,9.6,9.2,9.45,3.47174887892377,8.19818181818182,0.1,0,4.88825892857143
"346","2016-12-11",108,-1.1,-6.1,6.4,9.34652855963372,1.2,42.6,2.3,9.6,9.2,9.58,3.47174887892377,8.19818181818182,0.4,0,4.88825892857143
"347","2016-12-12",108,2.3,-3,6.3,9.34652855963372,1.9,37.9,2.6,9.6,3.9,5.71,3.47174887892377,8.19818181818182,8,4.8,4.88825892857143
"348","2016-12-13",108,3.4,-0.4,8.8,9.34652855963372,2,53.6,4.2,9.6,4.7,6.64,3.47174887892377,8.19818181818182,4.6,2.3,4.88825892857143
"349","2016-12-14",108,-1.4,-2.3,-0.1,0.1,2.7,68.1,3.8,9.6,0.2,2.98,3.47174887892377,8.19818181818182,7.3,7,4.88825892857143
"350","2016-12-15",108,-5,-7.6,-1.5,9.34652855963372,3,41.8,1.7,9.6,9.1,9.64,3.47174887892377,8.19818181818182,0,0,4.88825892857143
"351","2016-12-16",108,-4.7,-9.8,0,9.34652855963372,2.2,40.3,1.7,9.6,9.2,9.62,3.47174887892377,8.19818181818182,2,2,4.88825892857143
"352","2016-12-17",108,2.7,-2.7,8,0,1.8,60.1,4.6,9.6,6.3,6.21,3.47174887892377,8.19818181818182,6.6,6.6,4.88825892857143
"353","2016-12-18",108,4.9,2.7,8.1,9.34652855963372,1.9,68.8,5.9,9.6,0.1,3.06,3.47174887892377,8.19818181818182,8.5,8.3,4.88825892857143
"354","2016-12-19",108,7.2,4.3,12,0.1,2.5,66,6.7,9.6,3.8,5.32,3.47174887892377,8.19818181818182,6.9,5,4.88825892857143
"355","2016-12-20",108,7.6,4.4,13.6,9.34652855963372,1.2,71.3,7.3,9.6,8.9,7.86,3.47174887892377,8.19818181818182,2.4,1.5,4.88825892857143
"356","2016-12-21",108,7.9,4.1,12.6,29,3.5,75.5,8,9.6,3.4,5.01,3.47174887892377,8.19818181818182,8.1,3.8,4.88825892857143
"357","2016-12-22",108,5.5,1.5,11,23.5,3.5,90.3,8.4,9.6,0,1.37,3.47174887892377,8.19818181818182,9.8,8.6,1.08
"358","2016-12-23",108,-2.5,-4.4,1.5,0.1,3.6,71.1,3.7,9.6,0.8,2.35,3.47174887892377,8.19818181818182,8.9,8.9,4.88825892857143
"359","2016-12-24",108,-2.4,-4.3,1.1,9.34652855963372,1.8,66,3.4,9.6,3.1,4.96,3.47174887892377,8.19818181818182,5.5,4.4,4.88825892857143
"360","2016-12-25",108,1,-4.5,6.4,9.34652855963372,1.7,69.5,4.6,9.6,6.1,7.54,3.47174887892377,8.19818181818182,4.8,0,4.88825892857143
"361","2016-12-26",108,2.5,1.3,4.4,0,1.4,73.8,5.4,9.6,0,1.66,3.47174887892377,8.19818181818182,8.6,6.3,4.88825892857143
"362","2016-12-27",108,-2.3,-6.3,1.3,0.5,3.5,54.6,2.9,9.6,8.4,9.29,0.5,0.5,2.8,2.3,4.88825892857143
"363","2016-12-28",108,-3.7,-8.4,2.6,9.34652855963372,1.8,49,2.2,9.6,9.1,9.22,3.47174887892377,8.19818181818182,1.9,0,4.88825892857143
"364","2016-12-29",108,-4.2,-7.2,-1.1,0.3,2.8,53.1,2.4,9.6,8.9,9.67,1,1,1.5,1.5,4.88825892857143
"365","2016-12-30",108,-3.9,-9.1,1,9.34652855963372,1.3,50.9,2.3,9.6,5.6,6.79,3.47174887892377,8.19818181818182,3,1.6,4.88825892857143
"366","2016-12-31",108,0.7,-3.6,5.7,0,1.5,65.4,4.2,9.6,3.5,5.28,3.47174887892377,8.19818181818182,6.6,6.6,4.88825892857143
